segment_id,COMET,chrF++,is_bad_source,src_length,length_group_2,length_group_3
0,0.6356893181800842,30.96240156636093,True,3,short,short
1,0.4524125456809997,11.07696714387492,False,9,short,short
2,0.3892664313316345,24.964748439716537,False,29,short,medium
3,0.4403155148029327,18.029130572054363,False,66,long,long
4,0.251269519329071,6.64372300736948,False,126,long,long
5,0.7276203632354736,44.04696452445117,False,16,short,medium
6,0.1325500756502151,0.0,False,9,short,short
7,0.3573198020458221,13.008043791471216,False,107,long,long
8,0.2961964309215545,9.632712242326413,False,88,long,long
9,0.3901384472846985,14.58502014941815,False,77,long,long
10,0.5051988959312439,23.81832157588423,False,28,short,medium
11,0.3459084928035736,6.546780334784757,False,6,short,short
12,0.3297087550163269,1.1568255453444596,False,31,short,medium
13,0.3967778980731964,18.914295815428765,False,46,long,long
14,0.3327294588088989,9.081546766786014,False,59,long,long
15,0.3535504043102264,15.55500118598452,False,88,long,long
16,0.3042419850826263,15.90816465840581,False,54,long,long
17,0.2837017774581909,15.270542663771886,False,60,long,long
18,0.2926829755306244,17.058047600513508,False,64,long,long
19,0.2589303851127624,12.25419366717102,False,8,short,short
20,0.3179580271244049,18.05933408740609,False,9,short,short
21,0.2848619520664215,10.465291286428563,False,93,long,long
22,0.2084778249263763,8.7943756337001,False,79,long,long
23,0.3258027136325836,10.969986520997912,False,116,long,long
24,0.3235501945018768,13.37123002876615,False,70,long,long
25,0.3096276223659515,10.438959347532975,False,124,long,long
26,0.2738387286663055,5.2606264385366925,False,8,short,short
27,0.310058444738388,16.163493907863895,False,43,long,long
28,0.2761057317256927,11.550585829304415,False,43,long,long
29,0.3689671456813812,19.484094727199775,False,38,long,long
30,0.3638978600502014,16.558183806171314,False,43,long,long
31,0.3830255568027496,14.22277791223995,False,75,long,long
32,0.3904801309108734,18.166926959765288,False,53,long,long
33,0.3243927657604217,10.88341525432092,False,53,long,long
34,0.3273011744022369,13.47255756426555,False,48,long,long
35,0.3315443098545074,20.530014528455133,False,48,long,long
36,0.3694130182266235,14.703624284056213,False,51,long,long
37,0.3550653755664825,26.28280112072192,False,50,long,long
38,0.3424837291240692,10.833452414875625,False,52,long,long
39,0.3557702004909515,12.743123725050804,False,10,short,short
40,0.1701210737228393,3.974327110998599,False,73,long,long
41,0.211137056350708,0.1476814406929505,False,152,long,long
42,0.2437203526496887,7.977139038821861,False,96,long,long
43,0.3383975625038147,12.61829132381771,False,8,short,short
44,0.284768134355545,13.945125949306892,False,42,long,long
45,0.3412298858165741,18.12659195280381,False,59,long,long
46,0.2824408113956451,9.697113570345731,False,78,long,long
47,0.3325453102588653,11.281929159996787,False,72,long,long
48,0.4136205315589905,16.875996833183994,False,37,long,medium
49,0.3416697680950165,16.78837479525687,False,43,long,long
50,0.2850656807422638,13.014047640880593,False,37,long,medium
51,0.3207996487617492,16.346899046208257,False,67,long,long
52,0.3635865747928619,14.882701669995509,False,73,long,long
53,0.4249258637428283,21.751305644545,False,56,long,long
54,0.3544765412807464,20.846219970224304,False,49,long,long
55,0.3358492255210876,12.181579967365352,False,80,long,long
56,0.3579794466495514,13.450390471568074,False,59,long,long
57,0.3263250887393951,25.860083052612787,False,10,short,short
58,0.4555571973323822,19.529002401561417,False,32,short,medium
59,0.5203747153282166,34.37159899994289,False,29,short,medium
60,0.4182974994182586,27.372039168812236,False,48,long,long
61,0.2514322698116302,2.2581823689099245,False,29,short,medium
62,0.3332522213459015,11.38935255006756,False,73,long,long
63,0.3180594444274902,13.4703787177134,False,49,long,long
64,0.3905755579471588,22.351035220100563,False,35,long,medium
65,0.3564377129077911,18.902347733228837,False,71,long,long
66,0.5225516557693481,11.364260621668825,False,7,short,short
67,0.3204444348812103,18.456174049432217,False,40,long,long
68,0.2920275032520294,7.966511632473779,False,70,long,long
69,0.3730528056621551,12.010004131929945,False,16,short,medium
70,0.3342386782169342,20.202873963725697,False,15,short,medium
71,0.3300223350524902,17.90316856332311,False,39,long,long
72,0.450663298368454,27.03928707110363,False,72,long,long
73,0.365271657705307,19.374084651515386,False,64,long,long
74,0.2655468881130218,4.530265845622721,False,96,long,long
75,0.2835474908351898,19.242153835984276,False,49,long,long
76,0.3937454521656036,27.252088947920015,False,37,long,medium
77,0.3271766304969787,19.204514143009884,False,74,long,long
78,0.374530166387558,3.3494482968046495,False,15,short,medium
79,0.3032795488834381,0.3991840304543493,False,15,short,medium
80,0.2353762686252594,10.757876421003555,False,54,long,long
81,0.3498531281948089,17.59566547685591,False,73,long,long
82,0.3607582449913025,14.130096380588128,False,64,long,long
83,0.3079416155815124,8.914432633401107,False,66,long,long
84,0.3348107039928436,16.38848315133321,False,45,long,long
85,0.324258029460907,13.39335232257562,False,49,long,long
86,0.37303426861763,13.350177900525225,False,12,short,short
87,0.4248956739902496,13.69639527562136,False,12,short,short
88,0.35483518242836,18.191297397452168,False,26,short,medium
89,0.3334167897701263,13.295306418294018,False,68,long,long
90,0.401805579662323,18.057969704282577,False,72,long,long
91,0.3127596080303192,13.517101105995383,False,91,long,long
92,0.3707483410835266,19.72431412070738,False,34,long,medium
93,0.4037945866584778,16.825498292246248,False,54,long,long
94,0.2527767717838287,7.601104264423583,False,10,short,short
95,0.3551086187362671,23.744046425347864,False,45,long,long
96,0.3147781789302826,12.699831770989316,False,136,long,long
97,0.3081694841384887,17.51558070911022,False,66,long,long
98,0.2368037700653076,4.218537937131004,False,76,long,long
99,0.3939604461193084,13.883460352358224,False,17,short,medium
100,0.3371089994907379,12.363657159745962,False,79,long,long
101,0.3307893872261047,9.666691937900277,False,149,long,long
102,0.2792020142078399,9.832108302001563,False,14,short,medium
103,0.3680165112018585,14.416012264756697,False,18,short,medium
104,0.3483321964740753,17.142169059385534,False,32,short,medium
105,0.2906836569309234,15.21344749332855,False,90,long,long
106,0.3818458616733551,19.236255920621385,False,56,long,long
107,0.4448380172252655,19.94263534647161,False,70,long,long
108,0.2994270622730255,10.875507521545458,False,92,long,long
109,0.382833868265152,16.423044867720982,False,37,long,medium
110,0.340411514043808,14.60908772809501,False,91,long,long
111,0.2770501375198364,7.952872016483052,False,63,long,long
112,0.3475679457187652,0.5521880987886104,False,16,short,medium
113,0.447991669178009,15.174888652216223,False,15,short,medium
114,0.3083706498146057,12.53939603048709,False,60,long,long
115,0.3088126480579376,14.278288032752624,False,79,long,long
116,0.3780812323093414,13.069713988973032,False,46,long,long
117,0.3227992951869964,15.863309233554896,False,61,long,long
118,0.3980784714221954,23.65999654871208,False,55,long,long
119,0.3106040358543396,22.235838976636245,False,57,long,long
120,0.2657066285610199,6.390397914317447,False,10,short,short
121,0.2666876018047333,10.860305816921567,False,74,long,long
122,0.4443193674087524,26.578332330363924,False,52,long,long
123,0.3519619405269623,19.24864888654039,False,54,long,long
124,0.3053048551082611,16.594503784178396,False,85,long,long
125,0.4152916967868805,18.50151999328219,False,42,long,long
126,0.373207688331604,13.939106185650669,False,66,long,long
127,0.3400002419948578,10.206002483895402,False,40,long,long
128,0.2947420179843902,16.41646693701363,False,46,long,long
129,0.3870920836925506,17.993018899304662,False,52,long,long
130,0.249198317527771,0.9388927309051788,False,20,short,medium
131,0.2798223197460174,1.291673046590003,False,19,short,medium
132,0.2986945807933807,18.86386026630426,False,12,short,short
133,0.2479625344276428,10.273637613228036,False,75,long,long
134,0.3532907962799072,15.34946420440756,False,68,long,long
135,0.2869123220443725,7.523517958146117,False,57,long,long
136,0.3097763359546661,10.712260489733485,False,106,long,long
137,0.3880764245986938,13.65676942401164,False,100,long,long
138,0.3402537405490875,14.438579125693938,False,50,long,long
139,0.3680896759033203,15.279252009036972,False,61,long,long
140,0.2883736789226532,9.65137449663415,False,56,long,long
141,0.2952983677387237,14.8789158886214,False,51,long,long
142,0.3041919767856598,7.25804455814554,False,11,short,short
143,0.3189424872398376,7.1154557987868845,False,74,long,long
144,0.3746819794178009,22.87677698214867,False,53,long,long
145,0.3299942910671234,11.090575557820172,False,111,long,long
146,0.3276521265506744,5.201187542633174,False,99,long,long
147,0.1100161522626876,0.0,False,27,short,medium
148,0.369020015001297,12.758013388489305,False,44,long,long
149,0.3419098556041717,17.8948472656915,False,46,long,long
