segment_id,COMET,chrF++,is_bad_source,src_length,length_group_2,length_group_3
0,0.5540601015090942,31.344890479109267,True,3,short,short
1,0.2395133376121521,0.7770437500847607,False,9,short,short
2,0.4531013071537018,23.59045591844069,False,29,short,medium
3,0.4372079968452453,18.80548124395325,False,66,long,long
4,0.2635939121246338,8.003239157684092,False,126,long,long
5,0.6387470364570618,41.42703353880967,False,16,short,medium
6,0.3263979852199554,12.921152978975162,False,9,short,short
7,0.3129225075244903,11.360132107685134,False,107,long,long
8,0.284043550491333,9.824967938458474,False,88,long,long
9,0.3861172497272491,16.590982575731488,False,77,long,long
10,0.510829508304596,25.010499565797307,False,28,short,medium
11,0.3022549450397491,5.79206325317272,False,6,short,short
12,0.4447826445102691,10.328196245534135,False,31,short,medium
13,0.4490273296833038,22.562583074489964,False,46,long,long
14,0.384152352809906,14.79108527388445,False,59,long,long
15,0.2413994967937469,7.580597935443802,False,88,long,long
16,0.3056874871253967,15.89820481940781,False,54,long,long
17,0.3273187577724457,16.94419635485442,False,60,long,long
18,0.3231714069843292,16.628541048690252,False,64,long,long
19,0.3465926647186279,7.377445157587435,False,8,short,short
20,0.2319661974906921,0.0,False,9,short,short
21,0.2956899106502533,10.742965435919714,False,93,long,long
22,0.3188270330429077,15.395109248193508,False,79,long,long
23,0.3215669691562652,12.200113810125524,False,116,long,long
24,0.2536842226982116,7.592249490850929,False,70,long,long
25,0.3032202422618866,9.785487781254004,False,124,long,long
26,0.2955675423145294,3.9515795763500865,False,8,short,short
27,0.3335128128528595,17.638119954984006,False,43,long,long
28,0.3059031367301941,12.679713976161455,False,43,long,long
29,0.4071786999702453,20.32923176795032,False,38,long,long
30,0.36578568816185,19.057515513690127,False,43,long,long
31,0.3382415175437927,14.126520051929267,False,75,long,long
32,0.3555350005626678,18.34988364962119,False,53,long,long
33,0.306697815656662,9.40996563377222,False,53,long,long
34,0.2919626533985138,15.251205216558192,False,48,long,long
35,0.3924215734004974,26.240598189037456,False,48,long,long
36,0.3606749475002289,15.622931168731268,False,51,long,long
37,0.3944033682346344,26.936914848913183,False,50,long,long
38,0.3285174667835235,12.459294606330625,False,52,long,long
39,0.299132227897644,16.17537710723619,False,10,short,short
40,0.3496028780937195,12.448730974574158,False,73,long,long
41,0.211137056350708,0.1476814406929505,False,152,long,long
42,0.2801153361797333,9.38200394490844,False,96,long,long
43,0.2831320464611053,8.883758046823022,False,8,short,short
44,0.2574983835220337,12.465758054349257,False,42,long,long
45,0.4578701257705688,21.269566635686477,False,59,long,long
46,0.3071898221969604,10.926461000347716,False,78,long,long
47,0.3295057713985443,9.5201615930546,False,72,long,long
48,0.3917865455150604,19.897119076954812,False,37,long,medium
49,0.2859984040260315,11.507413225439889,False,43,long,long
50,0.278256744146347,13.984392959430656,False,37,long,medium
51,0.3380251228809356,14.077287288462454,False,67,long,long
52,0.370741069316864,16.67658086812485,False,73,long,long
53,0.4366748631000519,23.351227707602813,False,56,long,long
54,0.3054568469524383,14.28831479323719,False,49,long,long
55,0.3201758563518524,13.03245034883097,False,80,long,long
56,0.356112390756607,16.496939836357875,False,59,long,long
57,0.3953711092472076,7.456080750359198,False,10,short,short
